"Código","Unidade Territorial","UF","Referência","Pessoas Elegiveis","Valor a Ser Repassado","Pessoas ELegiveis a receber R$150","Recurso destinado aos elegiveis com valor de R$150","Pessoas elegiveis a receber R$ 250","Recurso destinado aos elegiveis com valor de R$250","Pessoas Elegiveis a receber R$375","Recurso destinado aos elegiveis com valor de R$375"
"110001","ALTA FLORESTA D´OESTE","RO","2021","5666","8776700.0","2162","2143500.0","2554","4220000.0","948","2408625.0"
"110002","ARIQUEMES","RO","2021","23096","34607275.0","10729","10385700.0","7365","11813500.0","4992","12384375.0"
"110003","CABIXI","RO","2021","1180","1841175.0","449","445050.0","525","873750.0","205","521625.0"
"110004","CACOAL","RO","2021","16234","23986050.0","6965","6676050.0","6406","10264250.0","2853","7029375.0"
"110005","CEREJEIRAS","RO","2021","3644","5609450.0","1560","1508700.0","1346","2235750.0","731","1857000.0"
"110006","COLORADO DO OESTE","RO","2021","3149","4696700.0","1344","1326450.0","1326","2162750.0","479","1207500.0"
"110007","CORUMBIARA","RO","2021","1526","2404725.0","594","582600.0","619","1026750.0","313","794625.0"
"110008","COSTA MARQUES","RO","2021","3244","5222625.0","1236","1225500.0","1277","2132000.0","729","1860750.0"
"110009","ESPIGÃO D´OESTE","RO","2021","6290","9536200.0","2500","2413950.0","2642","4273250.0","1143","2838750.0"
"110010","GUAJARÁ-MIRIM","RO","2021","9794","15447950.0","4089","4002075.0","3475","5742250.0","2223","5692125.0"
"110011","JARU","RO","2021","11347","17270375.0","4872","4773000.0","4312","7066000.0","2149","5408250.0"
"110012","JI-PARANÁ","RO","2021","25537","37851300.0","11397","10991100.0","9272","14897000.0","4856","11943750.0"
"110013","MACHADINHO D´OESTE","RO","2021","8300","12688975.0","3473","3436350.0","3349","5519500.0","1474","3724875.0"
"110014","NOVA BRASILÂNDIA D´OESTE","RO","2021","3751","5950025.0","1211","1202400.0","1975","3313000.0","563","1429875.0"
"110015","OURO PRETO DO OESTE","RO","2021","7993","11976200.0","3448","3374700.0","3179","5190750.0","1366","3409875.0"
"110018","PIMENTA BUENO","RO","2021","6292","9266975.0","2832","2702100.0","2170","3449250.0","1289","3110250.0"
"110020","PORTO VELHO","RO","2021","120163","178833925.0","61271","59218200.0","31282","50435000.0","27424","68889375.0"
"110025","PRESIDENTE MÉDICI","RO","2021","4455","6938525.0","1729","1704900.0","1866","3068500.0","854","2156250.0"
"110026","RIO CRESPO","RO","2021","819","1250875.0","365","355500.0","274","440500.0","180","453750.0"
"110028","ROLIM DE MOURA","RO","2021","10914","16356425.0","4714","4570800.0","4128","6669500.0","2064","5103000.0"
"110029","SANTA LUZIA D´OESTE","RO","2021","1583","2493700.0","556","547200.0","749","1239500.0","278","706500.0"
"110030","VILHENA","RO","2021","16786","24950250.0","7787","7409250.0","5230","8276750.0","3759","9241500.0"
"110032","SÃO MIGUEL DO GUAPORÉ","RO","2021","4502","6918600.0","1711","1677600.0","2059","3403000.0","730","1834875.0"
"110033","NOVA MAMORÉ","RO","2021","6966","10789425.0","2980","2992800.0","2757","4646250.0","1227","3145875.0"
"110034","ALVORADA D´OESTE","RO","2021","3398","5320000.0","1362","1347000.0","1362","2268000.0","673","1702875.0"
"110037","ALTO ALEGRE DOS PARECIS","RO","2021","2648","4163950.0","995","984450.0","1210","2037250.0","442","1138875.0"
"110040","ALTO PARAÍSO","RO","2021","4215","6520425.0","1682","1675350.0","1816","3024750.0","715","1812375.0"
"110045","BURITIS","RO","2021","8909","13543175.0","3726","3698550.0","3736","6179500.0","1445","3659250.0"
"110050","NOVO HORIZONTE DO OESTE","RO","2021","1774","2821925.0","516","508800.0","1021","1708250.0","237","604125.0"
"110060","CACAULÂNDIA","RO","2021","1081","1655775.0","388","386400.0","546","909000.0","145","356625.0"
"110070","CAMPO NOVO DE RONDÔNIA","RO","2021","2490","3830675.0","915","919050.0","1263","2117750.0","312","793875.0"
"110080","CANDEIAS DO JAMARI","RO","2021","6773","10830900.0","3118","3013350.0","1639","2715750.0","2004","5086875.0"
"110090","CASTANHEIRAS","RO","2021","676","1059725.0","243","242100.0","330","556250.0","103","261375.0"
"110092","CHUPINGUAIA","RO","2021","1642","2526400.0","675","646650.0","604","996000.0","360","882000.0"
"110094","CUJUBIM","RO","2021","4560","7038675.0","1845","1821300.0","1891","3130000.0","822","2081625.0"
"110100","GOVERNADOR JORGE TEIXEIRA","RO","2021","2183","3446175.0","735","739050.0","1156","1953000.0","292","754125.0"
"110110","ITAPUÃ DO OESTE","RO","2021","2096","3329500.0","871","849750.0","675","1094750.0","542","1375500.0"
"110120","MINISTRO ANDREAZZA","RO","2021","1490","2339300.0","454","447300.0","838","1388750.0","198","502125.0"
"110130","MIRANTE DA SERRA","RO","2021","2593","4002425.0","936","930300.0","1280","2117250.0","375","950625.0"
"110140","MONTE NEGRO","RO","2021","3047","4606950.0","1239","1237200.0","1404","2337500.0","404","1031250.0"
"110143","NOVA UNIÃO","RO","2021","1708","2644000.0","598","597750.0","912","1535500.0","198","510000.0"
"110145","PARECIS","RO","2021","850","1350400.0","290","284400.0","416","695500.0","143","369375.0"
"110146","PIMENTEIRAS DO OESTE","RO","2021","430","672650.0","180","180150.0","137","217250.0","113","275250.0"
"110147","PRIMAVERA DE RONDÔNIA","RO","2021","632","982100.0","202","200100.0","338","549750.0","91","231750.0"
"110148","SÃO FELIPE D´OESTE","RO","2021","1043","1595425.0","371","362550.0","528","878500.0","143","352875.0"
"110149","SÃO FRANCISCO DO GUAPORÉ","RO","2021","3925","6076050.0","1601","1584300.0","1599","2661000.0","724","1827000.0"
"110150","SERINGUEIRAS","RO","2021","2997","4502700.0","1259","1254450.0","1315","2177500.0","423","1069500.0"
"110155","TEIXEIRÓPOLIS","RO","2021","977","1500125.0","353","354750.0","491","813500.0","133","331125.0"
"110160","THEOBROMA","RO","2021","1933","3043600.0","588","581100.0","1111","1857250.0","232","603375.0"
"110170","URUPÁ","RO","2021","2662","4137700.0","1011","1009200.0","1238","2072250.0","411","1052625.0"
"110175","VALE DO ANARI","RO","2021","2044","3186050.0","731","731100.0","1009","1673000.0","304","780375.0"
"110180","VALE DO PARAÍSO","RO","2021","1597","2461800.0","602","601050.0","768","1286250.0","227","574500.0"
"120001","ACRELÂNDIA","AC","2021","3472","5406325.0","1428","1416450.0","1405","2358750.0","635","1627500.0"
"120005","ASSIS BRASIL","AC","2021","2855","3940875.0","1688","1667250.0","766","1257000.0","401","1016625.0"
"120010","BRASILÉIA","AC","2021","7596","11341950.0","3782","3774450.0","2428","4043000.0","1379","3513375.0"
"120013","BUJARI","AC","2021","2980","4660850.0","1324","1289850.0","938","1536500.0","717","1831875.0"
"120017","CAPIXABA","AC","2021","2623","4215250.0","952","954000.0","1088","1785750.0","578","1468875.0"
"120020","CRUZEIRO DO SUL","AC","2021","15516","23660125.0","6929","6648450.0","5088","8208250.0","3476","8772375.0"
"120025","EPITACIOLÂNDIA","AC","2021","5034","7635675.0","2615","2645550.0","1390","2350500.0","1028","2637750.0"
"120030","FEIJÓ","AC","2021","5579","9025625.0","2109","2124000.0","2266","3810000.0","1201","3085125.0"
"120032","JORDÃO","AC","2021","992","1550800.0","400","404550.0","395","635500.0","197","510750.0"
"120033","MÂNCIO LIMA","AC","2021","2282","3506175.0","1016","1012800.0","790","1279000.0","473","1210500.0"
"120034","MANOEL URBANO","AC","2021","1661","2617725.0","685","676350.0","637","1066500.0","339","874125.0"
"120035","MARECHAL THAUMATURGO","AC","2021","2318","3661175.0","839","848550.0","1064","1745000.0","414","1065000.0"
"120038","PLÁCIDO DE CASTRO","AC","2021","3842","5925100.0","1650","1615350.0","1413","2325250.0","777","1980750.0"
"120039","PORTO WALTER","AC","2021","1224","1876000.0","447","444750.0","588","963250.0","189","466875.0"
"120040","RIO BRANCO","AC","2021","81575","122800125.0","40373","39346950.0","22272","35704750.0","18877","47637000.0"
"120042","RODRIGUES ALVES","AC","2021","2030","3196200.0","672","653700.0","1010","1665000.0","348","876750.0"
"120043","SANTA ROSA DO PURUS","AC","2021","562","912750.0","223","217500.0","172","281250.0","167","414000.0"
"120045","SENADOR GUIOMARD","AC","2021","5505","9080250.0","2613","2558250.0","944","1546000.0","1947","4964250.0"
"120050","SENA MADUREIRA","AC","2021","7394","11753225.0","3009","2973750.0","2733","4548750.0","1645","4215750.0"
"120060","TARAUACÁ","AC","2021","5795","9729000.0","2328","2345550.0","1708","2841000.0","1759","4537500.0"
"120070","XAPURI","AC","2021","4184","6691575.0","1728","1736700.0","1542","2594250.0","912","2358375.0"
"120080","PORTO ACRE","AC","2021","4329","7113000.0","1617","1615500.0","1687","2848250.0","1022","2640375.0"
"130002","ALVARÃES","AM","2021","2863","4793275.0","1015","1017150.0","1088","1834750.0","759","1935375.0"
"130006","AMATURÁ","AM","2021","1941","3172850.0","551","551850.0","1035","1720250.0","355","900000.0"
"130008","ANAMÃ","AM","2021","1368","2112400.0","597","583200.0","460","746500.0","303","773625.0"
"130010","ANORI","AM","2021","2707","4320875.0","1162","1142850.0","787","1286500.0","748","1877625.0"
"130014","APUÍ","AM","2021","3490","5371375.0","1498","1506750.0","1422","2401750.0","569","1460250.0"
"130020","ATALAIA DO NORTE","AM","2021","1599","2817600.0","574","578850.0","452","750750.0","573","1485000.0"
"130030","AUTAZES","AM","2021","8936","14419250.0","4070","4077450.0","2417","4051750.0","2428","6257250.0"
"130040","BARCELOS","AM","2021","3888","6372900.0","1570","1577700.0","1325","2230500.0","990","2553750.0"
"130050","BARREIRINHA","AM","2021","5392","8533175.0","2371","2376750.0","1701","2799500.0","1319","3351000.0"
"130060","BENJAMIN CONSTANT","AM","2021","5463","8946750.0","2212","2191800.0","1676","2755000.0","1572","3991875.0"
"130063","BERURI","AM","2021","4063","6470100.0","1882","1863600.0","1105","1854000.0","1067","2736000.0"
"130068","BOA VISTA DO RAMOS","AM","2021","3108","4916650.0","1315","1299900.0","1015","1679250.0","773","1932750.0"
"130070","BOCA DO ACRE","AM","2021","7837","12836275.0","3553","3585300.0","1954","3242000.0","2321","5988750.0"
"130080","BORBA","AM","2021","5285","8628875.0","2149","2133600.0","1546","2537750.0","1568","3930750.0"
"130083","CAAPIRANGA","AM","2021","2357","3810750.0","799","789300.0","1044","1729250.0","504","1272750.0"
"130090","CANUTAMA","AM","2021","1726","2830825.0","627","621900.0","599","966250.0","498","1239750.0"
"130100","CARAUARI","AM","2021","5505","9013700.0","2606","2520300.0","1003","1650500.0","1896","4833750.0"
"130110","CAREIRO","AM","2021","8363","13512275.0","3443","3382500.0","2657","4419000.0","2215","5643375.0"
"130115","CAREIRO DA VÁRZEA","AM","2021","3424","5227425.0","1531","1489350.0","1091","1745250.0","777","1968750.0"
"130120","COARI","AM","2021","17804","29235025.0","7720","7736700.0","4929","8260500.0","5134","13196625.0"
"130130","CODAJÁS","AM","2021","4322","7113350.0","1648","1620300.0","1449","2391750.0","1204","3075750.0"
"130140","EIRUNEPÉ","AM","2021","5697","9974250.0","2394","2445000.0","1150","1939500.0","2151","5581125.0"
"130150","ENVIRA","AM","2021","1885","3081775.0","810","803400.0","466","752500.0","609","1520250.0"
"130160","FONTE BOA","AM","2021","4742","7754775.0","2093","2032650.0","1017","1647750.0","1623","4061625.0"
"130165","GUAJARÁ","AM","2021","1804","2917175.0","782","776100.0","516","851500.0","502","1286250.0"
"130170","HUMAITÁ","AM","2021","11046","17825750.0","4925","4906500.0","2975","4890000.0","3137","8008875.0"
"130180","IPIXUNA","AM","2021","2652","4223050.0","1120","1072050.0","689","1090750.0","841","2048250.0"
"130185","IRANDUBA","AM","2021","17451","29362350.0","7654","7650600.0","3828","6390000.0","5927","15260250.0"
"130190","ITACOATIARA","AM","2021","22342","35302600.0","9627","9480300.0","7015","11464250.0","5622","14263500.0"
"130195","ITAMARATI","AM","2021","1750","2739725.0","616","572100.0","631","961250.0","503","1203000.0"
"130200","ITAPIRANGA","AM","2021","2097","3437050.0","887","876000.0","560","921500.0","637","1627875.0"
"130210","JAPURÁ","AM","2021","990","1545575.0","445","436500.0","263","424250.0","282","683250.0"
"130220","JURUÁ","AM","2021","1559","2485225.0","646","637350.0","511","823750.0","399","1020375.0"
"130230","JUTAÍ","AM","2021","3452","5894575.0","1403","1404450.0","906","1531000.0","1140","2950875.0"
"130240","LÁBREA","AM","2021","5830","9838750.0","2392","2410500.0","1508","2497750.0","1919","4915125.0"
"130250","MANACAPURU","AM","2021","25365","41059100.0","10873","10553400.0","6889","11298250.0","7443","19023375.0"
"130255","MANAQUIRI","AM","2021","3328","5301750.0","1063","1068000.0","1721","2846750.0","538","1375500.0"
"130260","MANAUS","AM","2021","537229","821722550.0","267415","265409550.0","141938","231399250.0","127392","324069000.0"
"130270","MANICORÉ","AM","2021","10017","16006675.0","3561","3580800.0","4419","7261500.0","2030","5149500.0"
"130280","MARAÃ","AM","2021","1736","2843775.0","764","764400.0","446","741000.0","526","1338375.0"
"130290","MAUÉS","AM","2021","11401","18768050.0","5275","5361450.0","2673","4499250.0","3446","8896875.0"
"130300","NHAMUNDÁ","AM","2021","2984","4790025.0","1011","968400.0","1251","2029500.0","720","1787250.0"
"130310","NOVA OLINDA DO NORTE","AM","2021","5812","9424550.0","2524","2491350.0","1515","2443000.0","1767","4483500.0"
"130320","NOVO AIRÃO","AM","2021","3441","5564525.0","1413","1405650.0","1130","1869000.0","890","2277750.0"
"130330","NOVO ARIPUANÃ","AM","2021","3546","5796675.0","1590","1601100.0","938","1560750.0","1018","2633625.0"
"130340","PARINTINS","AM","2021","25072","42555100.0","9939","10066800.0","7304","12237250.0","7813","20221500.0"
"130350","PAUINI","AM","2021","2644","4594975.0","1077","1111050.0","640","1087250.0","924","2391375.0"
"130353","PRESIDENTE FIGUEIREDO","AM","2021","8519","13479500.0","4071","4069200.0","2133","3511500.0","2307","5887500.0"
"130356","RIO PRETO DA EVA","AM","2021","6540","10307375.0","2681","2689800.0","2496","4114000.0","1360","3495750.0"
"130360","SANTA ISABEL DO RIO NEGRO","AM","2021","2140","3712650.0","853","859200.0","534","900000.0","752","1951125.0"
"130370","SANTO ANTÔNIO DO IÇÁ","AM","2021","3735","6063625.0","1134","1074750.0","1682","2704000.0","916","2280000.0"
"130380","SÃO GABRIEL DA CACHOEIRA","AM","2021","5836","10031025.0","2183","2164650.0","1558","2523750.0","2093","5328375.0"
"130390","SÃO PAULO DE OLIVENÇA","AM","2021","3533","5920550.0","1044","1061550.0","1688","2818750.0","793","2030250.0"
"130395","SÃO SEBASTIÃO DO UATUMÃ","AM","2021","1803","2939450.0","576","594450.0","894","1483750.0","330","858000.0"
"130400","SILVES","AM","2021","1683","2811050.0","617","609900.0","545","887000.0","517","1308000.0"
"130406","TABATINGA","AM","2021","12868","21520775.0","4999","5072400.0","4243","7107000.0","3624","9328125.0"
"130410","TAPAUÁ","AM","2021","3335","5183600.0","963","935850.0","1779","2814750.0","575","1411500.0"
"130420","TEFÉ","AM","2021","15178","23595700.0","6913","6726000.0","3940","6183750.0","4314","10671000.0"
"130423","TONANTINS","AM","2021","2899","4671575.0","1206","1197750.0","913","1507250.0","780","1959375.0"
"130426","UARINI","AM","2021","1807","2913425.0","781","772800.0","463","735500.0","563","1402125.0"
"130430","URUCARÁ","AM","2021","3148","5111875.0","1382","1381650.0","835","1358500.0","918","2357625.0"
"130440","URUCURITUBA","AM","2021","2358","3783125.0","1030","1003950.0","622","1010250.0","698","1755750.0"
"140002","AMAJARI","RR","2021","1761","2720325.0","890","877500.0","409","674500.0","461","1164750.0"
"140005","ALTO ALEGRE","RR","2021","2905","4682975.0","1327","1340550.0","740","1204250.0","836","2128125.0"
"140010","BOA VISTA","RR","2021","96432","145102625.0","47700","46769850.0","26319","42287750.0","22328","55910625.0"
"140015","BONFIM","RR","2021","2824","4527550.0","1319","1312800.0","671","1098500.0","831","2109375.0"
"140017","CANTÁ","RR","2021","3834","5898400.0","1937","1917000.0","852","1377750.0","1038","2595000.0"
"140020","CARACARAÍ","RR","2021","4127","6516975.0","1831","1797450.0","1155","1860250.0","1136","2848875.0"
"140023","CAROEBE","RR","2021","2402","3705900.0","991","998700.0","981","1615500.0","429","1087875.0"
"140028","IRACEMA","RR","2021","1736","2660775.0","828","777900.0","391","624500.0","516","1257375.0"
"140030","MUCAJAÍ","RR","2021","4611","7564100.0","2114","2073600.0","945","1573750.0","1549","3907875.0"
"140040","NORMANDIA","RR","2021","1388","2284250.0","621","615300.0","310","516500.0","457","1150500.0"
"140045","PACARAIMA","RR","2021","5250","8074575.0","2491","2487450.0","1573","2574250.0","1185","3011625.0"
"140047","RORAINÓPOLIS","RR","2021","7196","11069100.0","3474","3385650.0","1917","3106500.0","1803","4572375.0"
"140050","SÃO JOÃO DA BALIZA","RR","2021","1546","2386450.0","619","601950.0","581","925000.0","346","858750.0"
"140060","SÃO LUIZ","RR","2021","1517","2403600.0","703","677100.0","365","600250.0","448","1125000.0"
"140070","UIRAMUTÃ","RR","2021","790","1348825.0","242","235950.0","295","480500.0","252","629625.0"
"150010","ABAETETUBA","PA","2021","38760","61592175.0","18172","17644950.0","9063","14673000.0","11464","29160750.0"
"150013","ABEL FIGUEIREDO","PA","2021","2034","3226700.0","1048","1055250.0","387","646500.0","598","1523250.0"
"150020","ACARÁ","PA","2021","16048","25974075.0","7083","7098000.0","4703","7933750.0","4246","10918125.0"
"150030","AFUÁ","PA","2021","7468","12423675.0","2348","2344050.0","3347","5561500.0","1754","4491375.0"
"150034","ÁGUA AZUL DO NORTE","PA","2021","3405","5513775.0","1439","1396650.0","872","1398750.0","1092","2715000.0"
"150040","ALENQUER","PA","2021","19644","32358775.0","9712","9817800.0","3316","5576750.0","6541","16852500.0"
"150050","ALMEIRIM","PA","2021","5203","8085250.0","2559","2483550.0","1182","1911500.0","1454","3679125.0"
"150060","ALTAMIRA","PA","2021","31206","47409725.0","15745","15498150.0","7810","12599000.0","7627","19267875.0"
"150070","ANAJÁS","PA","2021","4895","7742950.0","2147","2138700.0","1607","2707250.0","1134","2883750.0"
"150080","ANANINDEUA","PA","2021","126418","197936450.0","60468","60175500.0","33257","54446500.0","32592","83152125.0"
"150085","ANAPU","PA","2021","8963","14151150.0","4802","4860900.0","1663","2802250.0","2495","6474000.0"
"150090","AUGUSTO CORRÊA","PA","2021","10237","16670850.0","3669","3702150.0","4361","7302250.0","2205","5656500.0"
"150095","AURORA DO PARÁ","PA","2021","6487","10605775.0","2852","2787150.0","1539","2514500.0","2092","5297250.0"
"150100","AVEIRO","PA","2021","2199","3544425.0","725","724050.0","1068","1784250.0","404","1032000.0"
"150110","BAGRE","PA","2021","3497","5301950.0","1650","1540200.0","715","1099250.0","1098","2605125.0"
"150120","BAIÃO","PA","2021","6145","9016925.0","2361","2072850.0","1668","2725750.0","1020","2772375.0"
"150125","BANNACH","PA","2021","882","1345800.0","427","430050.0","295","501000.0","160","414750.0"
"150130","BARCARENA","PA","2021","27067","43252225.0","11612","11295300.0","7768","12512250.0","7616","19359375.0"
"150140","BELÉM","PA","2021","354649","546289375.0","174193","173141750.0","94642","155083250.0","85415","217336875.0"
"150145","BELTERRA","PA","2021","4681","7678250.0","1720","1725000.0","1840","3084500.0","1117","2859750.0"
"150150","BENEVIDES","PA","2021","17215","28096750.0","7373","7196250.0","4104","6487750.0","5724","14385750.0"
"150157","BOM JESUS DO TOCANTINS","PA","2021","3684","6046150.0","1557","1565400.0","1133","1907500.0","992","2568750.0"
"150160","BONITO","PA","2021","3454","5665025.0","1378","1377900.0","1213","2051000.0","858","2228250.0"
"150170","BRAGANÇA","PA","2021","32422","52515075.0","13188","13341300.0","11817","19994250.0","7407","19145625.0"
"150172","BRASIL NOVO","PA","2021","5427","8176025.0","2392","2346000.0","1911","3072500.0","1118","2750625.0"
"150175","BREJO GRANDE DO ARAGUAIA","PA","2021","1636","2608400.0","654","657900.0","643","1076750.0","334","866250.0"
"150178","BREU BRANCO","PA","2021","10129","16276550.0","4711","4495800.0","1913","3059500.0","3439","8629125.0"
"150180","BREVES","PA","2021","23917","39570425.0","10124","10078350.0","6386","10595000.0","7381","18826875.0"
"150190","BUJARU","PA","2021","5053","8233700.0","2127","2130750.0","1614","2716750.0","1311","3383625.0"
"150195","CACHOEIRA DO PIRIÁ","PA","2021","3587","5564300.0","1712","1737450.0","1069","1789250.0","805","2036250.0"
"150200","CACHOEIRA DO ARARI","PA","2021","3187","4486025.0","1551","1310850.0","769","1159750.0","775","1810500.0"
"150210","CAMETÁ","PA","2021","24044","36431300.0","9823","9283050.0","8481","13507250.0","5166","12767625.0"
"150215","CANAÃ DOS CARAJÁS","PA","2021","11023","16760275.0","5414","5211600.0","2716","4357250.0","2887","7179000.0"
"150220","CAPANEMA","PA","2021","18596","29305025.0","8339","8359200.0","6044","10127000.0","4202","10799250.0"
"150230","CAPITÃO POÇO","PA","2021","15718","25150950.0","6658","6760500.0","5684","9624500.0","3374","8758500.0"
"150240","CASTANHAL","PA","2021","50643","80223650.0","20769","20465400.0","17424","28278250.0","12399","31404375.0"
"150250","CHAVES","PA","2021","2629","4077500.0","965","915750.0","1026","1577500.0","626","1554750.0"
"150260","COLARES","PA","2021","2950","4800200.0","1176","1198200.0","1127","1921750.0","645","1673625.0"
"150270","CONCEIÇÃO DO ARAGUAIA","PA","2021","11093","16959800.0","4757","4725150.0","4306","7082500.0","2024","5140875.0"
"150275","CONCÓRDIA DO PARÁ","PA","2021","7220","11865625.0","3195","3220800.0","1972","3325000.0","2051","5310000.0"
"150276","CUMARU DO NORTE","PA","2021","2408","3869200.0","1146","1153200.0","574","966250.0","688","1748625.0"
"150277","CURIONÓPOLIS","PA","2021","5058","8306500.0","2291","2267250.0","1096","1799000.0","1664","4222875.0"
"150280","CURRALINHO","PA","2021","4663","6724675.0","1834","1726950.0","2035","3157500.0","743","1756875.0"
"150285","CURUÁ","PA","2021","2603","4015000.0","863","830100.0","1260","2033250.0","439","1113750.0"
"150290","CURUÇÁ","PA","2021","10461","17230425.0","4945","5047950.0","2370","4026500.0","3142","8142000.0"
"150293","DOM ELISEU","PA","2021","10873","16982050.0","5123","4950750.0","2637","4207750.0","3099","7798875.0"
"150295","ELDORADO DOS CARAJÁS","PA","2021","8080","12668650.0","3617","3615900.0","2610","4335500.0","1845","4706250.0"
"150300","FARO","PA","2021","1576","2492575.0","670","621000.0","407","653250.0","498","1215750.0"
"150304","FLORESTA DO ARAGUAIA","PA","2021","5484","8376800.0","2458","2464050.0","2058","3449750.0","964","2457750.0"
"150307","GARRAFÃO DO NORTE","PA","2021","7273","11685425.0","3013","3039750.0","2594","4362000.0","1662","4276875.0"
"150309","GOIANÉSIA DO PARÁ","PA","2021","6655","10428025.0","2711","2655900.0","2462","4026000.0","1470","3726000.0"
"150310","GURUPÁ","PA","2021","4031","6359475.0","1704","1706100.0","1427","2358250.0","898","2289375.0"
"150320","IGARAPÉ-AÇU","PA","2021","11318","18643650.0","4411","4394400.0","3962","6657500.0","2941","7573500.0"
"150330","IGARAPÉ-MIRI","PA","2021","17829","28580900.0","7100","7110900.0","6467","10750250.0","4106","10504875.0"
"150340","INHANGAPI","PA","2021","2620","4421000.0","940","939750.0","938","1579500.0","740","1899750.0"
"150345","IPIXUNA DO PARÁ","PA","2021","7514","12153050.0","3372","3262950.0","1720","2786000.0","2421","6096000.0"
"150350","IRITUIA","PA","2021","10136","16361225.0","4847","4887900.0","2403","4045750.0","2877","7413375.0"
"150360","ITAITUBA","PA","2021","30582","49166650.0","14150","14222400.0","7872","13033750.0","8546","21889500.0"
"150370","ITUPIRANGA","PA","2021","11533","18585225.0","4918","4910850.0","3694","6186500.0","2894","7450500.0"
"150375","JACAREACANGA","PA","2021","2813","4535050.0","1247","1257300.0","823","1368250.0","743","1909500.0"
"150380","JACUNDÁ","PA","2021","10872","17052575.0","5628","5553300.0","2037","3310000.0","3194","8175375.0"
"150390","JURUTI","PA","2021","9972","15643150.0","3788","3746400.0","4243","6988250.0","1929","4894125.0"
"150400","LIMOEIRO DO AJURU","PA","2021","4404","6523650.0","917","768450.0","2336","3718250.0","534","1297500.0"
"150405","MÃE DO RIO","PA","2021","10137","16919750.0","4561","4575000.0","2250","3783500.0","3325","8554875.0"
"150410","MAGALHÃES BARATA","PA","2021","2026","3205575.0","698","707400.0","985","1626750.0","340","864000.0"
"150420","MARABÁ","PA","2021","62149","95680675.0","30237","29742300.0","16466","26720500.0","15399","39144375.0"
"150430","MARACANÃ","PA","2021","8548","13825925.0","3118","3111900.0","3498","5812500.0","1927","4874625.0"
"150440","MARAPANIM","PA","2021","7151","11478375.0","2989","3050250.0","2641","4506750.0","1518","3919125.0"
"150442","MARITUBA","PA","2021","30452","48648525.0","13464","13022850.0","7377","11705500.0","9586","23879250.0"
"150445","MEDICILÂNDIA","PA","2021","6487","10015050.0","2732","2723250.0","2512","4175250.0","1242","3112875.0"
"150450","MELGAÇO","PA","2021","3662","6224125.0","1349","1362150.0","1237","2086250.0","1063","2755500.0"
"150460","MOCAJUBA","PA","2021","4770","6950275.0","2051","1805250.0","1288","1967500.0","1154","2791125.0"
"150470","MOJU","PA","2021","18511","30137350.0","9143","8989200.0","2947","4795000.0","6376","16294875.0"
"150475","MOJUI DOS CAMPOS","PA","2021","4875","8059475.0","1687","1693350.0","2002","3308250.0","1186","3054375.0"
"150480","MONTE ALEGRE","PA","2021","15888","25286900.0","5644","5656500.0","7196","11985000.0","2913","7493625.0"
"150490","MUANÁ","PA","2021","5161","7457150.0","1873","1673400.0","2329","3597250.0","836","1961250.0"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2021","4292","6544425.0","1950","1909050.0","1434","2328750.0","908","2305125.0"
"150497","NOVA IPIXUNA","PA","2021","3234","5035500.0","1327","1311750.0","1238","2043750.0","663","1666875.0"
"150500","NOVA TIMBOTEUA","PA","2021","3697","5772375.0","1593","1605000.0","1302","2126500.0","798","2033250.0"
"150503","NOVO PROGRESSO","PA","2021","8939","13389175.0","4773","4750800.0","2170","3589250.0","1994","5041875.0"
"150506","NOVO REPARTIMENTO","PA","2021","17342","26877950.0","8593","8650950.0","4585","7554500.0","4126","10629750.0"
"150510","ÓBIDOS","PA","2021","10463","16628575.0","3806","3787950.0","4588","7607500.0","2021","5177250.0"
"150520","OEIRAS DO PARÁ","PA","2021","4376","6679925.0","1715","1622400.0","1667","2641000.0","975","2385750.0"
"150530","ORIXIMINÁ","PA","2021","16834","26701775.0","6841","6728250.0","5505","8792500.0","4475","11161875.0"
"150540","OURÉM","PA","2021","4929","7948550.0","2112","2142300.0","1642","2762500.0","1173","3038250.0"
"150543","OURILÂNDIA DO NORTE","PA","2021","8851","13682625.0","4399","4394250.0","2236","3651750.0","2212","5628375.0"
"150548","PACAJÁ","PA","2021","9254","14632200.0","4323","4368900.0","2731","4613250.0","2191","5637750.0"
"150549","PALESTINA DO PARÁ","PA","2021","1533","2549950.0","615","612900.0","459","766000.0","456","1167000.0"
"150550","PARAGOMINAS","PA","2021","24827","40337325.0","10183","9978300.0","7540","12270750.0","7086","18056625.0"
"150553","PARAUAPEBAS","PA","2021","44360","67854850.0","21131","20382900.0","11706","18731500.0","11480","28674000.0"
"150555","PAU D´ARCO","PA","2021","1852","2975400.0","782","770400.0","601","997500.0","467","1205625.0"
"150560","PEIXE-BOI","PA","2021","2067","3200150.0","778","786900.0","999","1660500.0","289","749625.0"
"150563","PIÇARRA","PA","2021","3064","4882625.0","1265","1271850.0","1106","1837250.0","686","1766250.0"
"150565","PLACAS","PA","2021","3310","5181975.0","1272","1290600.0","1448","2385750.0","588","1500000.0"
"150570","PONTA DE PEDRAS","PA","2021","4650","6660925.0","1772","1526550.0","1887","2899250.0","757","1828125.0"
"150580","PORTEL","PA","2021","13913","21164325.0","6463","6202950.0","4212","6871500.0","3231","8075625.0"
